taxon	sequenceID	host_sci_name	name	clade
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/829	829	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/831	831	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/847	847	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/861	861	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/872	872	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/884	884	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/89	89	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/893	893	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/898	898	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/902	902	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/904	904	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/905	905	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/914	914	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/920	920	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/921	921	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/931	931	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/932	932	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/934	934	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/951	951	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/954	954	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/96	96	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/969	969	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/975	975	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/980	980	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/981	981	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/982	982	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/983	983	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/984	984	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/985	985	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/986	986	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/990	990	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/991	991	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/992	992	-	-	-
alignment/AL_A3Z2_UNCONSTRAINED/member/fasta-digs-msa/996	996	-	-	-
